Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
172,"Denys Poshyvanyk, Yann-Gael Gueheneuc, Andrian Marcus, Giuliano Antoniol, Vaclav Rajlich","Feature location using probabilistic ranking of methods based on execution scenarios and information retrieval",2007,"Ieee Transactions On Software Engineering","Ieee Computer Soc","","",12,"2018-11-02","Article","10.1109/TSE.2007.1016","0098-5589","",33,6,420,432,172,15.64,34,5,11
164,"Bogdan Dit, Meghan Revelle, Malcom Gethers, Denys Poshyvanyk","Feature location in source code: a taxonomy and survey",2013,"Journal Of Software-Evolution And Process","Wiley-Blackwell","","",13,"2018-11-02","Review","10.1002/smr.567","2047-7473","",25,1,53,95,164,32.80,41,4,5
165,"A Marcus, A Sergeyev, V Rajlich, JI Maletic","An information retrieval approach to concept location in source code",2004,"11th Working Conference On Reverse Engineering, Proceedings","Ieee Computer Soc","","",14,"2018-11-02","Proceedings Paper","10.1109/WCRE.2004.10","","",,,214,223,165,11.79,41,4,14
171,"Xiaoying Jiang, Rong Wei, Tongliang Zhang, Quan Gu","Using the concept of Chou's Pseudo Amino Acid composition to predict apoptosis proteins subcellular location: An approach by approximate entropy",2008,"Protein And Peptide Letters","Bentham Science Publ Ltd","","",15,"2018-11-02","Article","10.2174/092986608784246443","0929-8665","",15,4,392,396,171,17.10,43,4,10
161,"J. Bhogal, A. Macfarlane, P. Smith","A review of ontology based query expansion",2007,"Information Processing & Management","Elsevier Sci Ltd","","",16,"2018-11-02","Review","10.1016/j.ipm.2006.09.003","0306-4573","",43,4,866,886,161,14.64,54,3,11
161,"NP Bichot, JD Schall","Priming in macaque frontal cortex during popout visual search: Feature-based facilitation and location-based inhibition of return",2002,"Journal Of Neuroscience","Soc Neuroscience","","",17,"2018-11-02","Article","10.1523/JNEUROSCI.22-11-04675.2002","0270-6474","",22,11,4675,4685,161,10.06,81,2,16
153,"JJ Eggermont","Between sound and perception: reviewing the search for a neural code",2001,"Hearing Research","Elsevier Science Bv","","",18,"2018-11-02","Review","10.1016/S0378-5955(01)00259-3","0378-5955","",157,1,1,42,153,9.00,153,1,17
146,"Shonit Punwani, Manuel Rodriguez-Justo, Alan Bainbridge, Rebecca Greenhalgh, Enrico De Vita, Stuart Bloom, Richard Cohen, Alastair Windsor, Austin Obichere, Anika Hansmann, Marco Novelli, Steve Halligan, Stuart A. Taylor","Mural Inflammation in Crohn Disease: Location-Matched Histologic Validation of MR Imaging Features",2009,"Radiology","Radiological Soc North America","","",19,"2018-11-02","Article","10.1148/radiol.2523082167","0033-8419","",252,3,712,720,146,16.22,11,13,9
146,"C Carpineto, R De Mori, G Romano, B Bigi","An information-theoretic approach to automatic query expansion",2001,"Acm Transactions On Information Systems","Assoc Computing Machinery","","",20,"2018-11-02","Article","10.1145/366836.366860","1046-8188","",19,1,1,27,146,8.59,37,4,17
142,"Pufeng Du, Yanda Li","Prediction of protein submitochondria locations by hybridizing pseudo-amino acid composition with various physicochemical features of segmented sequence",2006,"Bmc Bioinformatics","Biomed Central Ltd","","",21,"2018-11-02","Article","10.1186/1471-2105-7-518","1471-2105","",7,,,,142,11.83,71,2,12
142,"Tao Huang, Xiao-He shi, Ping Wang, Zhisong He, Kai-Yan Feng, Lele Hu, Xiangyin Kong, Yi-Xue Li, Yu-Dong Cai, Kuo-Chen Chou","Analysis and Prediction of the Metabolic Stability of Proteins Based on Their Sequential Features, Subcellular Locations and Interaction Networks",2010,"Plos One","Public Library Science","","",22,"2018-11-02","Article","10.1371/journal.pone.0010972","1932-6203","",5,6,,,142,17.75,14,10,8
123,"H Cui, JR Wen, JY Nie, WY Ma","Query expansion by mining user logs",2003,"Ieee Transactions On Knowledge And Data Engineering","Ieee Computer Soc","","",23,"2018-11-02","Article","10.1109/TKDE.2003.1209002","1041-4347","",15,4,829,839,123,8.20,31,4,15
123,"Jian Zhou, Hongyu Zhang, David Lo","Where Should the Bugs Be Fixed? More Accurate Information Retrieval-Based Bug Localization Based on Bug Reports",2012,"2012 34th International Conference On Software Engineering (Icse)","Ieee","","",24,"2018-11-02","Proceedings Paper","","0270-5257","",,,14,24,123,20.50,41,3,6
125,"Thorsten Joachims, Laura Granka, Bing Pan, Helene Hembrooke, Filip Radlinski, Geri Gay","Evaluating the accuracy of implicit feedback from clicks and query reformulations in Web search",2007,"Acm Transactions On Information Systems","Assoc Computing Machinery","","",25,"2018-11-02","Article","10.1145/1229179.1229181","1046-8188","",25,2,,,125,11.36,21,6,11
125,"JM Hopf, K Boelmans, MA Schoenfeld, SJ Luck, HJ Heinze","Attention to features precedes attention to locations in visual search: Evidence from electromagnetic brain responses in humans",2004,"Journal Of Neuroscience","Soc Neuroscience","","",26,"2018-11-02","Article","10.1523/JNEUROSCI.3564-03.2004","0270-6474","",24,8,1822,1832,125,8.93,25,5,14
118,"Tobias Preis, Daniel Reith, H. Eugene Stanley","Complex dynamics of our economic life on different scales: insights from search engine query data",2010,"Philosophical Transactions Of The Royal Society A-Mathematical Physical And Engineering Sciences","Royal Soc","","",27,"2018-11-02","Article","10.1098/rsta.2010.0284","1364-503X","",368,1933,5707,5719,118,14.75,39,3,8
114,"CL Adamson, MA Reid, ZL Mo, J Bowne-English, RL Davis","Firing features and potassium channel content of murine spiral ganglion neurons vary with cochlear location",2002,"Journal Of Comparative Neurology","Wiley-Liss","","",28,"2018-11-02","Article","10.1002/cne.10244","0021-9967","",447,4,331,350,114,7.13,23,5,16
114,"S Benedetto, R Garello, G Montorsi","A search for good convolutional codes to be used in the construction of turbo codes",1998,"Ieee Transactions On Communications","Ieee-Inst Electrical Electronics Engineers Inc","","",29,"2018-11-02","Article","10.1109/26.718548","0090-6778","",46,9,1101,1105,114,5.70,38,3,20
110,"T Bozkaya, M Ozsoyoglu","Indexing large metric spaces for similarity search queries",1999,"Acm Transactions On Database Systems","Assoc Computing Machinery","","",30,"2018-11-02","Article","10.1145/328939.328959","0362-5915","",24,3,361,404,110,5.79,55,2,19
109,"Rongrong Ji, Ling-Yu Duan, Jie Chen, Hongxun Yao, Junsong Yuan, Yong Rui, Wen Gao","Location Discriminative Vocabulary Coding for Mobile Landmark Search",2012,"International Journal Of Computer Vision","Springer","","",31,"2018-11-02","Article","10.1007/s11263-011-0472-9","0920-5691","",96,3,290,314,109,18.17,16,7,6
105,"HS Yoon, J Soh, YJ Bae, HS Yang","Hand gesture recognition using combined features of location, angle and velocity",2001,"Pattern Recognition","Pergamon-Elsevier Science Ltd","","",32,"2018-11-02","Article","10.1016/S0031-3203(00)00096-0","0031-3203","",34,7,1491,1501,105,6.18,26,4,17
106,"A. Bottino, F. Donato, N. Fornengo, S. Scopel","Interpreting the recent results on direct searches for dark matter particles in terms of relic neutralinos",2008,"Physical Review D","Amer Physical Soc","","",33,"2018-11-02","Review","10.1103/PhysRevD.78.083520","1550-7998","",78,8,,,106,10.60,27,4,10
105,"D Antoine, A Morel, HR Gordon, VF Banzon, RH Evans","Bridging ocean color observations of the 1980s and 2000s in search of long-term trends",2005,"Journal Of Geophysical Research-Oceans","Amer Geophysical Union","","",34,"2018-11-02","Article","10.1029/2004JC002620","2169-9275","",110,,,,105,8.08,21,5,13
95,"KR Chen, V Rajlich","Case study of feature location using dependence graph",2000,"8th International Workshop On Program Comprehension (Iwpc 2000), Proceedings","Ieee Computer Soc","","",35,"2018-11-02","Proceedings Paper","10.1109/WPC.2000.852498","1530-1583","",,,241,249,95,5.28,48,2,18
89,"CK Huang, LF Chien, YJ Oyang","Relevant term suggestion in interactive Web search based on contextual information in query session logs",2003,"Journal Of The American Society For Information Science And Technology","Wiley-Blackwell","","",36,"2018-11-02","Article","10.1002/asi.10256","1532-2882","",54,7,638,649,89,5.93,30,3,15
93,"R. S. Stolarski, S. M. Frith","Search for evidence of trend slow-down in the long-term TOMS/SBUV total ozone data record: the importance of instrument drift uncertainty",2006,"Atmospheric Chemistry And Physics","Copernicus Publications","","",37,"2018-11-02","Article","10.5194/acp-6-4057-2006","1680-7316","",6,,4057,4065,93,7.75,47,2,12
94,"P Vakkari, M Pennanen, S Serola","Changes of search terms and tactics while writing a research proposal - A longitudinal case study",2003,"Information Processing & Management","Pergamon-Elsevier Science Ltd","","",38,"2018-11-02","Article","10.1016/S0306-4573(02)00031-6","0306-4573","",39,3,445,463,94,6.27,31,3,15
90,"Stacy K. Lukins, Nicholas A. Kraft, Letha H. Etzkorn","Bug localization using latent Dirichlet allocation",2010,"Information And Software Technology","Elsevier Science Bv","","",39,"2018-11-02","Article","10.1016/j.infsof.2010.04.002","0950-5849","",52,9,972,990,90,11.25,30,3,8
92,"Naga Chalasani, Laura Wilson, David E. Kleiner, Oscar W. Cummings, Elizabeth M. Brunt, Aynur Unalp","Relationship of steatosis grade and zonal location to histological features of steatohepatitis in adult patients with non-alcoholic fatty liver disease",2008,"Journal Of Hepatology","Elsevier Science Bv","","",40,"2018-11-02","Article","10.1016/j.jhep.2008.01.016","0168-8278","",48,5,829,834,92,9.20,15,6,10
87,"RF Murphy, M Velliste, G Porreca","Robust numerical features for description and classification of subcellular location patterns in fluorescence microscope images",2003,"Journal Of Vlsi Signal Processing Systems For Signal Image And Video Technology","Springer","","",41,"2018-11-02","Article","10.1023/B:VLSI.0000003028.71666.44","0922-5773","",35,3,311,321,87,5.80,29,3,15
88,"Emily H. Chan, Vikram Sahai, Corrie Conrad, John S. Brownstein","Using Web Search Query Data to Monitor Dengue Epidemics: A New Model for Neglected Tropical Disease Surveillance",2011,"Plos Neglected Tropical Diseases","Public Library Science","","",42,"2018-11-02","Article","10.1371/journal.pntd.0001206","1935-2735","",5,5,,,88,12.57,22,4,7
89,"NJ Cepeda, KR Cave, NP Bichot, MS Kim","Spatial selection via feature-driven inhibition of distractor locations",1998,"Perception & Psychophysics","Psychonomic Soc Inc","","",43,"2018-11-02","Article","10.3758/BF03206059","0031-5117","",60,5,727,746,89,4.45,22,4,20
89,"Alain Le Duigou, Jean-Marc Borgard, Bruno Larousse, Denis Doizi, Ray Allen, Bruce C. Ewan, Geoff H. Priestman, Rachael Elder, Robin Devonshire, Victor Ramos, Giovanni Cerri, Coriolano Salvini, Ambra Giovannelli, Giovanni De Maria, Claudio Corgnale, Sergio Brutti, Martin Roeb, Adam Noglik, Peter-Michael Rietbrock, Stefan Mohr, Lamark De Oliveira, Nathalie Monnerie, Mark Schmitz, Christian Sattler, Alfredo Orden Martinez, Daniel de Lorenzo Manzano, Jorge Cedillo Rojas, Stephane Dechelotte, Olivier Baudouin","HYTHEC: An EC funded search for a long term massive hydrogen production route using solar and nuclear technologies",2007,"International Journal Of Hydrogen Energy","Pergamon-Elsevier Science Ltd","","",44,"2018-11-02","Article","10.1016/j.ijhydene.2006.10.047","0360-3199","",32,10,1516,1529,89,8.09,3,29,11
85,"Bo-Cheng Kuo, Anling Rao, Joeran Lepsien, Anna Christina Nobre","Searching for Targets within the Spatial Layout of Visual Short-Term Memory",2009,"Journal Of Neuroscience","Soc Neuroscience","","",45,"2018-11-02","Article","10.1523/JNEUROSCI.0952-09.2009","0270-6474","",29,25,8032,8038,85,9.44,21,4,9
86,"Ondrej Chum, Andrej Mikulik, Michal Perdoch, Jiri Matas","Total Recall II: Query Expansion Revisited",2011,"2011 Ieee Conference On Computer Vision And Pattern Recognition (Cvpr)","Ieee","","",46,"2018-11-02","Proceedings Paper","","1063-6919","",,,889,896,86,12.29,22,4,7
79,"Thanh Tran, Haofen Wang, Sebastian Rudolph, Philipp Cimiano","Top-k Exploration of Query Candidates for Efficient Keyword Search on Graph-Shaped (RDF) Data",2009,"Icde: 2009 Ieee 25th International Conference On Data Engineering, Vols 1-3","Ieee","","",47,"2018-11-02","Proceedings Paper","10.1109/ICDE.2009.119","1084-4627","",,,405,,79,8.78,20,4,9
80,"Benjamin M. Althouse, Yih Yng Ng, Derek A. T. Cummings","Prediction of Dengue Incidence Using Search Query Surveillance",2011,"Plos Neglected Tropical Diseases","Public Library Science","","",48,"2018-11-02","Article","10.1371/journal.pntd.0001258","1935-2735","",5,8,,,80,11.43,27,3,7
82,"Marc G. Berman, John Jonides, Richard L. Lewis","In Search of Decay in Verbal Short-Term Memory",2009,"Journal Of Experimental Psychology-Learning Memory And Cognition","Amer Psychological Assoc","","",49,"2018-11-02","Article","10.1037/a0014873","0278-7393","",35,2,317,333,82,9.11,27,3,9
77,"Michael A. Cohn, Barbara L. Fredrickson","In search of durable positive psychology interventions: Predictors and consequences of long-term positive behavior change",2010,"Journal Of Positive Psychology","Routledge Journals, Taylor & Francis Ltd","","",50,"2018-11-02","Article","10.1080/17439760.2010.508883","1743-9760","",5,5,355,366,77,9.63,39,2,8
81,"B Smyth, E Balfe, J Freyne, P Briggs, M Coyle, O Boydell","Exploiting query repetition and regularity in an adaptive community-based Web search engine",2004,"User Modeling And User-Adapted Interaction","Springer","","",51,"2018-11-02","Article","10.1007/s11257-004-5270-4","0924-1868","",14,5,383,423,81,5.79,14,6,14
77,"Anastasios Noulas, Salvatore Scellato, Neal Lathia, Cecilia Mascolo","Mining User Mobility Features for Next Place Prediction in Location-based Services",2012,"12th Ieee International Conference On Data Mining (Icdm 2012)","Ieee","","",52,"2018-11-02","Proceedings Paper","10.1109/ICDM.2012.113","1550-4786","",,,1038,1043,77,12.83,19,4,6
77,"NP Bichot, KR Cave, H Pashler","Visual selection mediated by location: Feature-based selection of noncontiguous locations",1999,"Perception & Psychophysics","Psychonomic Soc Inc","","",53,"2018-11-02","Article","10.3758/BF03211962","0031-5117","",61,3,403,423,77,4.05,26,3,19
77,"Ilaria Bordino, Stefano Battiston, Guido Caldarelli, Matthieu Cristelli, Antti Ukkonen, Ingmar Weber","Web Search Queries Can Predict Stock Market Volumes",2012,"Plos One","Public Library Science","","",54,"2018-11-02","Article","10.1371/journal.pone.0040014","1932-6203","",7,7,,,77,12.83,13,6,6
74,"Liang Zheng, Shengjin Wang, Lu Tian, Fei He, Ziqiong Liu, Qi Tian","Query-Adaptive Late Fusion for Image Search and Person Re-identification",2015,"2015 Ieee Conference On Computer Vision And Pattern Recognition (Cvpr)","Ieee","","",55,"2018-11-02","Proceedings Paper","","1063-6919","",,,1741,1750,74,24.67,12,6,3
74,"Andrei Mogoutov, Bernard Kahane","Data search strategy for science and technology emergence: A scalable and evolutionary query for nanotechnology tracking",2007,"Research Policy","Elsevier Science Bv","","",56,"2018-11-02","Article","10.1016/j.respol.2007.02.005","0048-7333","",36,6,893,903,74,6.73,37,2,11
68,"T Fagni, R Perego, F Silvestri, S Orlando","Boosting the performance of web search engines: Caching and prefetching query results by exploiting historical usage data",2006,"Acm Transactions On Information Systems","Assoc Computing Machinery","","",57,"2018-11-02","Article","10.1145/1125857.1125859","1046-8188","",24,1,51,78,68,5.67,17,4,12
76,"Y Choi, EM Rasmussen","Searching for images: The analysis of users' queries for image retrieval in American history",2003,"Journal Of The American Society For Information Science And Technology","John Wiley & Sons Inc","","",58,"2018-11-02","Article","10.1002/asi.10237","1532-2882","",54,6,498,511,76,5.07,38,2,15
69,"Wei Zhao, Lu Zhang, Yin Liu, Jiasu Sun, Fuqing Yang","SNIAFL: Towards a static noninteractive approach to feature location",2006,"Acm Transactions On Software Engineering And Methodology","Assoc Computing Machinery","","",59,"2018-11-02","Article","10.1145/1131421.1131424","1049-331X","",15,2,195,226,69,5.75,14,5,12
74,"R BaezaYates, C Hurtado, M Mendoza","Query recommendation using query logs in search engines",2004,"Current Trends In Database Technology - Edbt 2004 Workshops, Proceedings","Springer-Verlag Berlin","","",60,"2018-11-02","Article","","0302-9743","",3268,,588,596,74,5.29,25,3,14
71,"Jessica Y. Guo, Chandra R. Bhat","Operationalizing the concept of neighborhood: Application to residential location choice analysis",2007,"Journal Of Transport Geography","Elsevier Sci Ltd","","",61,"2018-11-02","Article","10.1016/j.jtrangeo.2005.11.001","0966-6923","",15,1,31,45,71,6.45,36,2,11
74,"SY Rieh, H Xie","Analysis of multiple query reformulations on the web: The interactive information retrieval context",2006,"Information Processing & Management","Pergamon-Elsevier Science Ltd","","",62,"2018-11-02","Article","10.1016/j.ipm.2005.05.005","0306-4573","",42,3,751,768,74,6.17,37,2,12
74,"Zhiyong Lu, Won Kim, W. John Wilbur","Evaluation of query expansion using MeSH in PubMed",2009,"Information Retrieval","Springer","","",63,"2018-11-02","Article","10.1007/s10791-008-9074-8","1386-4564","",12,1,69,80,74,8.22,25,3,9
67,"M Valgimigli, P Malagutti, J Aoki, HM Garcia-Garcia, GAR Granillo, CAG van Mieghem, JM Ligthart, ATL Ong, G Sianos, E Regar, RT Van Domburg, P De Feyter, P de Jaegere, PW Serruys","Sirolimus-eluting versus paclitaxel-eluting stent implantation for the percutaneous treatment of left main coronary artery disease - A combined RESEARCH and T-SEARCH long-term analysis",2006,"Journal Of The American College Of Cardiology","Elsevier Science Inc","","",64,"2018-11-02","Article","10.1016/j.jacc.2005.09.040","0735-1097","",47,3,507,514,67,5.58,5,14,12
71,"Steven P. Reiss","Semantics-Based Code Search",2009,"2009 31st International Conference On Software Engineering, Proceedings","Ieee","","",65,"2018-11-02","Proceedings Paper","10.1109/ICSE.2009.5070525","0270-5257","",,,243,253,71,7.89,71,1,9
70,"Denys Poshyvanyk, Andrian Marcus","Combining formal concept analysis with information retrieval for concept location in source code",2007,"Icpc 2007: 15th Ieee International Conference On Program Comprehension, Proceedings","Ieee Computer Soc","","",66,"2018-11-02","Proceedings Paper","","1092-8138","",,,37,,70,6.36,35,2,11
70,"QB Gao, ZZ Wang, C Yan, YH Du","Prediction of protein subcellular location using a combined feature of sequence",2005,"Febs Letters","Wiley","","",67,"2018-11-02","Article","10.1016/j.febslet.2005.05.021","1873-3468","",579,16,3444,3448,70,5.38,18,4,13
66,"CNL Olivers, DG Watson, GW Humphreys","Visual marking of locations and feature maps: Evidence from within-dimension defined conjunctions",1999,"Quarterly Journal Of Experimental Psychology Section A-Human Experimental Psychology","Psychology Press","","",68,"2018-11-02","Article","10.1080/027249899391016","0272-4987","",52,3,679,715,66,3.47,22,3,19
61,"Chenghua Xu, Tie Tan, Yunhong Wang, Long Quan","Combining local features for robust nose location in 3D facial data",2006,"Pattern Recognition Letters","Elsevier Science Bv","","",69,"2018-11-02","Article","10.1016/j.patrec.2006.02.015","0167-8655","",27,13,1487,1494,61,5.08,15,4,12
65,"Ryen. W. White, Gary Marchionini","Examining the effectiveness of real-time query expansion",2007,"Information Processing & Management","Elsevier Sci Ltd","","",70,"2018-11-02","Article","10.1016/j.ipm.2006.06.005","0306-4573","",43,3,685,704,65,5.91,33,2,11
63,"Yunpeng Li, Noah Snavely, Daniel P. Huttenlocher","Location Recognition Using Prioritized Feature Matching",2010,"Computer Vision-Eccv 2010, Pt Ii","Springer-Verlag Berlin","","",71,"2018-11-02","Proceedings Paper","","0302-9743","",6312,,791,804,63,7.88,21,3,8
63,"Ripon K. Saha, Matthew Lease, Sarfraz Khurshid, Dewayne E. Perry","Improving Bug Localization using Structured Information Retrieval",2013,"2013 28th Ieee/Acm International Conference On Automated Software Engineering (Ase)","Ieee","","",72,"2018-11-02","Proceedings Paper","","1527-1366","",,,345,355,63,12.60,16,4,5
61,"KM Andrews, RD Cramer","Toward general methods of targeted library design: Topomer shape similarity searching with diverse structures as queries",2000,"Journal Of Medicinal Chemistry","Amer Chemical Soc","","",73,"2018-11-02","Article","10.1021/jm000003m","0022-2623","",43,9,1723,1740,61,3.39,31,2,18
60,"H Muller, J Krummenacher, D Heller","Dimension-specific intertrial facilitation in visual search for pop-out targets: Evidence for a top-down modulable visual short-term memory effect",2004,"Visual Cognition","Psychology Press","","",74,"2018-11-02","Article","10.1080/13506280344000419","1350-6285","",11,5,577,602,60,4.29,20,3,14
58,"TRM Henderson, DJ Coster, KA Williams","The long term outcome of limbal allografts: the search for surviving cells",2001,"British Journal Of Ophthalmology","British Med Journal Publ Group","","",75,"2018-11-02","Article","10.1136/bjo.85.5.604","0007-1161","",85,5,604,609,58,3.41,19,3,17
62,"A Spink, BJ Jansen, HC Ozmultu","Use of query reformulation and relevance feedback by Excite users",2000,"Internet Research-Electronic Networking Applications And Policy","Mcb Univ Press Ltd","","",76,"2018-11-02","Article","10.1108/10662240010342621","1066-2243","",10,4,317,328,62,3.44,21,3,18
55,"FR Shen, O Hasegawa","A fast no search fractal image coding method",2004,"Signal Processing-Image Communication","Elsevier Science Bv","","",77,"2018-11-02","Article","10.1016/j.image.2004.02.002","0923-5965","",19,5,393,404,55,3.93,28,2,14
60,"RL McLaughlin, MM Ferguson, DLG Noakes","Adaptive peaks and alternative foraging tactics in brook charr: evidence of short-term divergent selection for sitting-and-waiting and actively searching",1999,"Behavioral Ecology And Sociobiology","Springer Verlag","","",78,"2018-11-02","Article","10.1007/s002650050575","0340-5443","",45,5,386,395,60,3.16,20,3,19
54,"Qingyu Yuan, Elaine O. Nsoesie, Benfu Lv, Geng Peng, Rumi Chunara, John S. Brownstein","Monitoring Influenza Epidemics in China with Search Query from Baidu",2013,"Plos One","Public Library Science","","",79,"2018-11-02","Article","10.1371/journal.pone.0064323","1932-6203","",8,5,,,54,10.80,9,6,5
57,"Gregory Gay, Sonia Haiduc, Andrian Marcus, Tim Menzies","On the Use of Relevance Feedback in IR-Based Concept Location",2009,"2009 Ieee International Conference On Software Maintenance, Conference Proceedings","Ieee Computer Soc","","",80,"2018-11-02","Proceedings Paper","10.1109/ICSM.2009.5306315","1063-6773","",,,351,,57,6.33,14,4,9
59,"Sonia Haiduc, Gabriele Bavota, Andrian Marcus, Rocco Oliveto, Andrea De Lucia, Tim Menzies","Automatic Query Reformulations for Text Retrieval in Software Engineering",2013,"Proceedings Of The 35th International Conference On Software Engineering (Icse 2013)","Ieee","","",81,"2018-11-02","Proceedings Paper","","","",,,842,851,59,11.80,10,6,5
50,"Yingming Tsai, Guodong Zhang, Donald Grieco, Fatih Ozluturk, Xiaodong Wang","Cell Search in 3GPP Long Term Evolution Systems",2007,"Ieee Vehicular Technology Magazine","Ieee-Inst Electrical Electronics Engineers Inc","","",82,"2018-11-02","Article","10.1109/MVT.2007.912929","1556-6072","",2,2,23,29,50,4.55,10,5,11
57,"Jo Ellen Stryker, Ricardo J. Wray, Robert C. Hornik, Itzik Yanovitzky","Validation of database search terms for content analysis: The case of cancer news coverage",2006,"Journalism & Mass Communication Quarterly","Assn Educ Journalism Mass Communication","","",83,"2018-11-02","Article","10.1177/107769900608300212","1077-6990","",83,2,413,430,57,4.75,14,4,12
54,"W. K. Wong, Z. X. Guo","A hybrid intelligent model for medium-term sales forecasting in fashion retail supply chains using extreme learning machine and harmony search algorithm",2010,"International Journal Of Production Economics","Elsevier Science Bv","","",84,"2018-11-02","Article","10.1016/j.ijpe.2010.07.008","0925-5273","",128,2,614,624,54,6.75,27,2,8
51,"Martin Kaltenpoth, Sigrid A. Winter, Aljoscha Kleinhammer","Localization and transmission route of Coriobacterium glomerans, the endosymbiont of pyrrhocorid bugs",2009,"Fems Microbiology Ecology","Oxford Univ Press","","",85,"2018-11-02","Article","10.1111/j.1574-6941.2009.00722.x","0168-6496","",69,3,373,383,51,5.67,17,3,9
55,"N Ostgaard, SB Mende, HU Frey, TJ Immel, LA Frank, JB Sigwarth, TJ Stubbs","Interplanetary magnetic field control of the location of substorm onset and auroral features in the conjugate hemispheres",2004,"Journal Of Geophysical Research-Space Physics","Amer Geophysical Union","","",86,"2018-11-02","Article","10.1029/2003JA010370","0148-0227","",109,,,,55,3.93,8,7,14
