Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
A weighted classification model for peptide identification,X. Liang; Z. Xia; X. Niu; A. Link,"College of Science, China University of Petroleum, Qingdao, China 266555; Department of Computer Science, Western Kentucky University, Bowling Green, 42101, USA; Dept. of Pathology, Microbiology and Immunology, Vanderbilt University School of Medicine, Nashville, TN 37232, USA; Dept. of Pathology, Microbiology and Immunology, Vanderbilt University School of Medicine, Nashville, TN 37232, USA",2014 IEEE 4th International Conference on Computational Advances in Bio and Medical Sciences (ICCABS),,2014,,,1,2,,,,10.1109/ICCABS.2014.6863913,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6863913,,Peptides;Databases;Support vector machines;Educational institutions;Proteins;Training;Electronic mail,biochemistry;bioinformatics;classification;data mining;learning (artificial intelligence);mass spectra;molecular biophysics;molecular configurations;optimisation;pattern matching;query formulation;sequences;sorting;spectral analysis;support vector machines,PeptideProphet;Percolator;PSM identification;false discover rates;target PSM ranking;C-Ranker;score system;optimal weight search;SVM-based learning model;PSM output discrepancy;target PSM filtering;post-database search algorithms;sequence database search tools;peptide identification;weighted classification model,,,,,,,,,,IEEE,IEEE Conferences
Design of fuzzy querying in object-oriented spatial data and geographic information systems,A. Morris; F. E. Petry,"Dept. of Electr. Eng. & Comput. Sci., Tulane Univ., New Orleans, LA, USA; NA",1998 Conference of the North American Fuzzy Information Processing Society - NAFIPS (Cat. No.98TH8353),,1998,,,165,169,,,,10.1109/NAFIPS.1998.715557,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=715557,,Fuzzy systems;Geographic Information Systems;Spatial databases;Uncertainty;Object oriented databases;Educational institutions;Fuzzy sets;Object oriented modeling;Fires;Information systems,object-oriented databases;visual databases;visual databases;geographic information systems;query processing;query processing;fuzzy set theory;fuzzy set theory;uncertainty handling;uncertainty handling,fuzzy querying design;object-oriented spatial data systems;geographic information systems;fuzzy set approaches;uncertain spatial data modelling;object-oriented databases;fuzzy spatial queries,,,,,,,,,,IEEE,IEEE Conferences
Semantic log analysis based on a user query behavior model,K. Noriaki; M. Takeya; H. Miyoshi,"NTT Inf. Sharing Platform Labs., Tokyo, Japan; NTT Inf. Sharing Platform Labs., Tokyo, Japan; NTT Inf. Sharing Platform Labs., Tokyo, Japan",Third IEEE International Conference on Data Mining,,2003,,,107,114,,,,10.1109/ICDM.2003.1250909,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1250909,,Data mining,search engines;Internet;data mining;information needs;query formulation;thesauri;word processing;semantic Web,semantic log analysis;user query behavior model;Web search logs;information need;search engine;semantic word relation;natural language processing;ontology;thesaurus,,,,,,,,,,IEEE,IEEE Conferences
Use of kernel deep convex networks and end-to-end learning for spoken language understanding,L. Deng; G. Tur; X. He; D. Hakkani-Tur,Microsoft Research; Microsoft Research; Microsoft Research; Microsoft Research,2012 IEEE Spoken Language Technology Workshop (SLT),,2012,,,210,215,,,,10.1109/SLT.2012.6424224,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6424224,kernel learning;deep learning;spoken language understanding;domain detection;slot filling,Kernel;Feature extraction;Error analysis;Training;Hidden Markov models;Filling;Semantics,correlation theory;feature extraction;learning (artificial intelligence);pattern classification;query processing;speech recognition,kernel deep convex network;spoken language understanding;deep learning technique;SLU;dramatic error reduction;K-DCN;boosting-based baseline;domain classification task;correlation set;search query click log;discriminative feature extraction;slot filling system;softmax function;end-to-end learning strategy,,,,,,,,,,IEEE,IEEE Conferences
The extended edit distance metric,M. M. Muhammad Fuad; P. Marteau,"VALORIA, Université de Bretagne Sud, France; VALORIA, Université de Bretagne Sud, France",2008 International Workshop on Content-Based Multimedia Indexing,,2008,,,242,248,,,,10.1109/CBMI.2008.4564953,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4564953,,Databases;Discrete Fourier transforms;Discrete wavelet transforms;Piecewise linear approximation;Indexing;Information retrieval;Data structures;Sequences;Testing;Delay,database indexing;information retrieval;query formulation;statistical databases;symbol manipulation;time series;very large databases,distance metric;high dimensional data objects;indexing structure;time series databases;dimensionality reduction;symbolic representation;text-retrieval algorithms;symbolic sequential data objects,,,,,,,,,,IEEE,IEEE Conferences
ResultMaps: Visualization for Search Interfaces,E. Clarkson; K. Desai; J. Foley,Georgia Tech; Georgia Tech; Georgia Tech,IEEE Transactions on Visualization and Computer Graphics,,2009,15,6,1057,1064,,,,10.1109/TVCG.2009.176,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5290712,Treemap;evaluation;user studies;digital library;digital repository;search engine;search visualization;infovis,Visualization,data visualisation;digital libraries;query processing;search engines;trees (mathematics);user interfaces,online search interfaces;ResultMap system;hierarchical treemap representations;digital repositories;query string-driven digital library search engines;repository search visualization,,,,,,,,,,IEEE,IEEE Journals & Magazines
Leveraging a common representation for personalized search and summarization in a medical digital library,K. R. McKeown; N. Elhadad; V. Hatzivassiloglou,"Dept. of Comput. Sci., Columbia Univ., New York, NY, USA; Dept. of Comput. Sci., Columbia Univ., New York, NY, USA; Dept. of Comput. Sci., Columbia Univ., New York, NY, USA","2003 Joint Conference on Digital Libraries, 2003. Proceedings.",,2003,,,159,170,,,,10.1109/JCDL.2003.1204856,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1204856,,Software libraries;Biomedical imaging;Medical diagnostic imaging;Computer science;Information filtering;Information filters;Search engines;Image retrieval;Medical services;History,query formulation;medical information systems;digital libraries;user modelling;patient care;information needs;relevance feedback,medical digital library;search result personalization;personalized summarization;online medical literature;relevant information retrieval;patient care;online patient record;user model;PERSIVAL;search result reranking;reranked result summary;physician care;probability,,,,,,,,,,IEEE,IEEE Conferences
PMSE: A Personalized Mobile Search Engine,K. W. Leung; D. L. Lee; W. Lee,"Hong Kong University of Science and Technology, Hong Kong; Hong Kong University of Science and Technology, Hong Kong; The Pennsylvania State University, University Park",IEEE Transactions on Knowledge and Data Engineering,,2013,25,4,820,834,,,,10.1109/TKDE.2012.23,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6148228,Clickthrough data;concept;location search;mobile search engine;ontology;personalization;user profiling,Ontologies;Servers;Entropy;Vectors;Privacy;Mobile communication;Search engines,client-server systems;data mining;data privacy;entropy;Global Positioning System;mobile computing;ontologies (artificial intelligence);query processing;search engines,PMSE;personalized mobile search engine;user preference;clickthrough data mining;location information;content concepts;location concepts;GPS;ontology-based user profile;multifacet user profile;personalized ranking function;query;entropy;content facets;location facets;client-server model;privacy protection;concept extraction;training task;reranking task;Google Android platform,,,,,,,,,,IEEE,IEEE Journals & Magazines
A robust model for intelligent text classification,R. Basili; A. Moschitti,"Dept. of Comput. Sci., Syst. & Production, Rome Univ., Italy; NA",Proceedings 13th IEEE International Conference on Tools with Artificial Intelligence. ICTAI 2001,,2001,,,265,272,,,,10.1109/ICTAI.2001.974473,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=974473,,Robustness;Text categorization;Content based retrieval;Information retrieval;Internet;Data mining;Data compression;Testing;Large-scale systems;Filtering,information retrieval;text analysis;computational linguistics;classification;natural languages;knowledge based systems,robust model;intelligent text classification;linguistic content;text retrieval;text categorization;linguistic information;query expansion;sense distinctions;representational problem;statistical text categorization;NLP;Rocchio formula;feature weighting;multilingual information extraction;data compression;weighting model;NLP information;retrieval processes;Internet,,,,,,,,,,IEEE,IEEE Conferences
Evaluating Different Ranking Functions for Context-Based Literature Search,N. Ratprasartporn; S. Bani-Ahmad; A. Cakmak; J. Po; G. Ozsoyoglu,"Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, Ohio 44106. nattakarn@case.edu; Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, Ohio 44106. sulieman@case.edu; Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, Ohio 44106. cakmak@case.edu; Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, Ohio 44106. jlp25@case.edu; Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, Ohio 44106. tekin@case.edu",2007 IEEE 23rd International Conference on Data Engineering Workshop,,2007,,,261,268,,,,10.1109/ICDEW.2007.4401002,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4401002,,Ontologies;Software libraries;Testing;Intrusion detection;Portals;Search engines,citation analysis;digital libraries;information filtering;ontologies (artificial intelligence);text analysis,ranking function;context-based literature search;digital library search;query output ranking;ontology-based terms;semantic properties;prestige score;citation-based score function;text-based score function;pattern-based score function;biomedical publication;gene ontology;context hierarchy,,,,,,,,,,IEEE,IEEE Conferences
Context-sensitive text mining with fitness leveling Genetic Algorithm,M. Huk; J. Kwiatkowski; D. Konieczny; M. Kędziora; J. Mizera-Pietraszko,"Department of Computer Science, Wroclaw University of Technology, Poland; Department of Computer Science, Wroclaw University of Technology, Poland; Department of Computer Science, Wroclaw University of Technology, Poland; Department of Computer Science, Wroclaw University of Technology, Poland; Institute of Mathematics and Informatics, Opole University, Poland",2015 IEEE 2nd International Conference on Cybernetics (CYBCONF),,2015,,,342,347,,,,10.1109/CYBConf.2015.7175957,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7175957,Data mining;text retrieval;contextual search;genetic programming;fitness leveling,Sociology;Context;Genetic algorithms;Correlation;Data mining;Convergence,data mining;genetic algorithms;query processing;text analysis,context-sensitive text mining;fitness leveling genetic algorithm;contextual processing;information retrieval;HTML Web pages;user supported metadata analysis;automatic inference;knowledge base;content-oriented digital documents analysis;meta-heuristic;genetic algorithms for contextual search;GACS;genetic programming;custom fitness leveling function;contextual queries;retrieval process,,,,,,,,,,IEEE,IEEE Conferences
Retrieval of Song Lyrics from Sung Queries,A. M. Kruspe; M. Goto,"Fraunhofer IDMT, Ilmenau, Germany; National Institute of Advanced Industrial Science and Technology (AIST), Tsukuba, Japan","2018 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,2018,,,111,115,,,,10.1109/ICASSP.2018.8461908,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8461908,Lyrics;Text retrieval;Singing;Automatic Speech Recognition;Music Information Retrieval,Hidden Markov models;Databases;Adaptation models;Acoustics;Speech recognition;Task analysis;Smoothing methods,audio signal processing;Internet;music;probability;query processing;speech recognition;text analysis,sung queries;sung recording;karaoke applications;lyric content;textual lyrics;best-matching song;sung datasets;automatic lyrics alignment;keyword spotting;song lyrics retrieval;text documents database;acoustic model;phoneme probabilities;Internet,,,,,,,,,,IEEE,IEEE Conferences
Minimum latency scheduling for Multi-Regional Query in Wireless Sensor Networks,M. Yan; J. He; S. Ji; Y. Li,"Department of Computer Science, Georgia State University, Atlanta, Georgia, 30303, USA; Department of Computer Science, Georgia State University, Atlanta, Georgia, 30303, USA; Department of Computer Science, Georgia State University, Atlanta, Georgia, 30303, USA; Department of Computer Science, Georgia State University, Atlanta, Georgia, 30303, USA",30th IEEE International Performance Computing and Communications Conference,,2011,,,1,8,,,,10.1109/PCCC.2011.6108063,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6108063,,Wireless sensor networks;Optimal scheduling;Scheduling algorithm;Interference;Data communication;Schedules;Scheduling,computational complexity;query processing;wireless sensor networks,wireless sensor networks;query processing;minimum latency multiregional query scheduling problem;ML-MRQS problem;NP-hard problem;heuristic scheduling algorithm,,,,,,,,,,IEEE,IEEE Conferences
Accelerating Topic Exploration of Multi-Dimensional Documents,H. Wen-Jing; L. You; L. Z. Qi,NA; NA; NA,2017 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW),,2017,,,1520,1527,,,,10.1109/IPDPSW.2017.113,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7965215,probabilistic topic model;social media;spatiotemporal documents;range queries;range trees;parallel processing for social media,Computational modeling;Octrees;Data models;Indexes;Semantics;Data mining;Pipelines,computational complexity;octrees;query processing;text analysis,topic exploration acceleration;multidimensional documents;multidimensional text data;topic modelling;unstructured document set learning;document identification;document topic extraction;topic model computation acceleration;range queries;document canonical set;user-specified range;octrees;user query;document set identification;d-dimensional documents;pretrained topic models;query processing,,,,,,,,,,IEEE,IEEE Conferences
High performance data mining using data cubes on parallel computers,S. Goil; A. Choudhary,"Northwestern Univ., Evanston, IL, USA; NA",Proceedings of the First Merged International Parallel Processing Symposium and Symposium on Parallel and Distributed Processing,,1998,,,548,555,,,,10.1109/IPPS.1998.669979,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=669979,,Data mining;Concurrent computing;High performance computing;Multidimensional systems;Application software;Data analysis;Decision support systems;Databases;Performance analysis;Aggregates,software performance evaluation;knowledge acquisition;data structures;parallel machines;data analysis;query processing;distributed memory systems;relational databases;IBM computers;deductive databases,high performance data mining;data cubes;relational database;online analytical processing;data analysis;decision support systems;multidimensional databases;knowledge discovery;OLAP;interactive analysis;precomputed aggregate calculations;query processing;distributed memory parallel computers;attribute focusing;IBM-SP2,,,,,,,,,,IEEE,IEEE Conferences
Query answering over fact bases in fuzzy propositional logic,G. S. Plesniewicz,"Applied Mathematics Department, Moscow Power Engineering Institute, Krasnokazarmennaya st., 14, 111250, Russia",2013 Joint IFSA World Congress and NAFIPS Annual Meeting (IFSA/NAFIPS),,2013,,,1252,1255,,,,10.1109/IFSA-NAFIPS.2013.6608581,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6608581,,Knowledge based systems;Fuzzy logic;Algorithm design and analysis;Syntactics;Power engineering;Abstracts,fuzzy logic;fuzzy set theory;programming language semantics;query processing,query answering;parametric fact bases;fuzzy propositional logic;triangular norm;Zadeh logic;fuzzy interpretations;logical consequence;fuzzy knowledge base;analytical tableaux method;exponential worst-case estimate,,,,,,,,,,IEEE,IEEE Conferences
Design and implementation of a fuzzy relational database management system applied to osteoporosis patients,M. Naghibzadeh; A. Shokrani-Baigi; N. Saadati; M. Fathi,NA; NA; NA; NA,Proceedings of the 5th Biannual World Automation Congress,,2002,13,,423,428,,,,10.1109/WAC.2002.1049579,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1049579,,Fuzzy systems;Relational databases;Osteoporosis;Biomedical engineering;Medical diagnostic imaging;Logic;Tin;Hospitals;Information retrieval;Rain,relational databases;medical computing;fuzzy logic;possibility theory;query processing,osteoporosis;relational data model;fuzzy relational database management;relational database management system;FRDMS;possibility;query processing,,,,,,,,,,IEEE,IEEE Conferences
Searching for Definitional Answers on the Web Using Surface Patterns,A. Figueroa; G. Neumann; J. Atkinson,German Research Center for Artificial Intelligence; German Research Center for Artificial Intelligence; University of Concepcion,Computer,,2009,42,4,68,76,,,,10.1109/MC.2009.129,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5054874,text retrieval;question-answering systems;natural-language processing;text mining,Frequency;Search engines;Pattern matching;Web search;Information filtering;Information filters;Wikipedia;Data mining;Artificial intelligence;Pattern recognition,Internet;query processing;rewriting systems,Web;question-answering system;query rewriting techniques;matching surface patterns,,,,,,,,,,IEEE,IEEE Journals & Magazines
An algebra for inductive query evaluation,S. D. Lee; L. De Raedt,"Inst. fur Inf., Freiburg Univ., Germany; Inst. fur Inf., Freiburg Univ., Germany",Third IEEE International Conference on Data Mining,,2003,,,147,154,,,,10.1109/ICDM.2003.1250914,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1250914,,Algebra;Query processing;Data mining;Relational databases;Database systems,query processing;data mining;Boolean algebra;constraint theory,inductive query evaluation;Boolean expression;monotonic constraint;antimonotonic constraint;algebraic operation;query plan optimization,,,,,,,,,,IEEE,IEEE Conferences
Comparing the memory system performance of DSS workloads on the HP V-Class and SGI Origin 2000,Rong Yu; Laxmi Bhuyan; R. Iyer,"Personity Inc., Pittsburgh, PA, USA; NA; NA",Proceedings 16th International Parallel and Distributed Processing Symposium,,2002,,,6 pp,,,,,10.1109/IPDPS.2002.1015507,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1015507,,System performance;Decision support systems;Query processing;Computer science;Computer architecture;Performance analysis;Context;Switches;Communication switching;Databases,decision support systems;performance evaluation;query processing;shared memory systems;storage management,memory system;performance evaluation;decision support systems;HP V-Class;query process;data cache;context switches;sequential query;shared memory multiprocessors,,,,,,,,,,IEEE,IEEE Conferences
Querying moving objects with uncertainty,B. Lin; H. Mokhtar; R. Pelaez-Aguilera; J. Su,"Dept. of Comput. Sci., California Univ., Santa Barbara, CA, USA; Dept. of Comput. Sci., California Univ., Santa Barbara, CA, USA; Dept. of Comput. Sci., California Univ., Santa Barbara, CA, USA; Dept. of Comput. Sci., California Univ., Santa Barbara, CA, USA",2003 IEEE 58th Vehicular Technology Conference. VTC 2003-Fall (IEEE Cat. No.03CH37484),,2003,4,,2783,2787 Vol.4,,,,10.1109/VETECF.2003.1286090,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1286090,,Uncertainty;Databases;Mobile computing;Global Positioning System;Indexing;Query processing;Computer science;Data models;Environmental management;Wind speed,query processing;mobility management (mobile radio);mobile radio;Global Positioning System;uncertain systems;data models;database indexing,querying;moving object trajectory;mobile device;personal device;global positioning system;GPS;uncertainty information;data model;index structure;uncertain trajectory;query evaluation;moving object database;time parametrized R-tree uncertainity,,,,,,,,,,IEEE,IEEE Conferences
Enhancing Software Visualization with Information Retrieval,R. Francese; M. Risi; G. Scanniello,NA; NA; NA,2015 19th International Conference on Information Visualisation,,2015,,,189,194,,,,10.1109/iV.2015.42,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7272600,Information Retrieval;Program Comprehension;Reverse Engineering;Software Evolution;Software Mainte-nance;Software Metrics;Software Visualization,Visualization;Measurement;Software systems;Context;Color;Navigation,object-oriented programming;program diagnostics;program visualisation;public domain software;query processing;source code (software),software visualization;information retrieval;static analysis;object-oriented software system;visualization tool;Metric Attitude++;textual query formulation;source code;open-source software;JEdit,,,,,,,,,,IEEE,IEEE Conferences
Scheduling multiple data visualization query workloads on a shared memory machine,H. Andrade; T. Kurc; A. Sussman; J. Saltz,"Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA; NA; NA; NA",Proceedings 16th International Parallel and Distributed Processing Symposium,,2002,,,8 pp,,,,,10.1109/IPDPS.2002.1015482,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1015482,,Data visualization;Data analysis;Query processing;Atomic force microscopy;Processor scheduling;Computer science;Educational institutions;Biomedical informatics;Relational databases;Deductive databases,data analysis;data visualisation;directed graphs;query processing;scheduling;shared memory systems;visual databases,multiple data visualization query workloads;shared memory machine;limited resources;priority queue;directed graph;query ranking;performance;Virtual Microscope;digitized microscopy image browsing;image database;high workloads;multiple query optimization;datasets;dynamic query scheduling model,,,,,,,,,,IEEE,IEEE Conferences
Energy efficiency analysis of query optimizations on MongoDB and Cassandra,D. Mahajan; Z. Zong,"Department of Computer Science, Texas State University; Department of Computer Science, Texas State University",2017 Eighth International Green and Sustainable Computing Conference (IGSC),,2017,,,1,6,,,,10.1109/IGCC.2017.8323581,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8323581,Energy-efficiency;NoSQL;MongoDB;Cassandra,Optimization;Energy efficiency;Servers;NoSQL databases;Query processing;Measurement,Big Data;data analysis;database management systems;energy conservation;NoSQL databases;query processing;social networking (online);SQL,database systems;big data applications;NoSQL databases;conventional SQL databases;Twitter data;query optimizations;energy efficiency analysis;MongoDB;Cassandra;database workloads complexity,,,,,,,,,,IEEE,IEEE Conferences
Zigzag: a new algorithm for mining large inclusion dependencies in databases,F. De Marchi; J. -. Petit,"Lab. LIMOS, Univ. Blaise Pascal, Aubiere, France; Lab. LIMOS, Univ. Blaise Pascal, Aubiere, France",Third IEEE International Conference on Data Mining,,2003,,,27,34,,,,10.1109/ICDM.2003.1250899,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1250899,,Itemsets;Relational databases;Testing;Data mining;Data structures;Query processing;Proposals;Space exploration;Transaction databases,data mining;relational databases;query processing,inclusion dependencies;data semantics;data mining;Zigzag algorithm;maximal frequent itemsets mining,,,,,,,,,,IEEE,IEEE Conferences
Evidence combination for multi-point query learning in content-based image retrieval,J. Urban; J. M. Jose,"Dept. of Comput. Sci., Glasgow Univ., UK; Dept. of Comput. Sci., Glasgow Univ., UK",IEEE Sixth International Symposium on Multimedia Software Engineering,,2004,,,583,586,,,,10.1109/MMSE.2004.44,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1376713,,Image retrieval;Content based retrieval;Feedback;Clustering algorithms;Merging;Performance evaluation;Voting;Software engineering;Image databases,content-based retrieval;feedback,multipoint query learning;content-based image retrieval;query representative;positive feedback sample;single query representation;query expansion,,,,,,,,,,IEEE,IEEE Conferences
Recommending Proper API Code Examples for Documentation Purpose,L. W. Mar; Y. Wu; H. C. Jiau,NA; NA; NA,2011 18th Asia-Pacific Software Engineering Conference,,2011,,,331,338,,,,10.1109/APSEC.2011.18,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6130704,framework;documentation;API usage;code example,Documentation;Measurement;Google;Application programming interfaces;Java;Organizations;Complexity theory,application program interfaces;document handling;Java;program compilers;query processing;search engines,API code examples;documentation purpose;application programming interface;PropER-Doc;queries;API developers;code search engines;Eclipse JDT framework,,,,,,,,,,IEEE,IEEE Conferences
Shallow NLP techniques for noun phrase extraction,R. Subhashini; V. J. S. Kumar,"Sathyabama University, Chennai, India; Anna University Chennai, India",Trendz in Information Sciences & Computing(TISC2010),,2010,,,73,77,,,,10.1109/TISC.2010.5714612,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5714612,NLP;Chunking;Information Retrieval;Noun Phrases,Arrays;Natural language processing;Search engines;Syntactics;Tagging;Data mining,Internet;natural language processing;query processing;search engines,NLP techniques;noun phrase extraction;information retrieval system;Internet;query processing;natural language text document;search engines;keyword based techniques;tokenization;part-of-speech tagging;chunking,,,,,,,,,,IEEE,IEEE Conferences
Human-Based Video Browsing - Investigating Interface Design for Fast Video Browsing,W. Hürst; R. v. d. Werken,NA; NA,2015 IEEE International Symposium on Multimedia (ISM),,2015,,,363,368,,,,10.1109/ISM.2015.104,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7442359,Video browsing;video search interfaces;interaction design,Visualization;Query processing;Layout;Navigation;Multimedia communication;Streaming media;Browsers,information retrieval;online front-ends;video signal processing,interface design;query processing;video indexing;interactive aspects;human-based browsing;indexed archive;prefiltering;video search systems;VBS;video browser showdown,,,,,,,,,,IEEE,IEEE Conferences
Service-Driven Query Routing in Sensor Networks,A. Rezgui; M. Eltoweissy,"Dept. of Computer Science, Virginia Tech, Blacksburg, VA 24061. Email: rezgui@vt.edu; The Bradley Dept. of Electrical and Computer Engineering, Virginia Tech, Arlington, VA 22203. Email: eltoweissy@vt.edu",Proceedings. 2006 31st IEEE Conference on Local Computer Networks,,2006,,,649,655,,,,10.1109/LCN.2006.322173,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4116634,,Query processing;Routing;Broadcasting;Power system modeling;Sensor phenomena and characterization;Programming profession;Computer science;Computer networks;Fires;Business communication,telecommunication network routing;wireless sensor networks,service-driven query routing path;sensor network;query processing;query evaluation;query source;overreaching;broadcasting scheme;query semantics,,,,,,,,,,IEEE,IEEE Conferences
A document-based neural relevance model for effective clinical decision support,Y. Ran; B. He; K. Hui; J. Xu; L. Sun,"School of Computer & Control Engineering, University of Chinese Academy of Sciences, Beijing, China; School of Computer & Control Engineering, University of Chinese Academy of Sciences, Beijing, China; Max Planck Institute for Informatics, Saarbrücken Graduate School of Computer Science, Saarbrücken, Germany; School of Computer & Control Engineering, University of Chinese Academy of Sciences, Beijing, China; Institue of Software, Chinese Academy of Sciences, Beijing, China",2017 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),,2017,,,798,804,,,,10.1109/BIBM.2017.8217757,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8217757,,Unified modeling language;Biological system modeling;Neural networks;Semantics;Device-to-device communication;Computational modeling,decision support systems;document handling;learning (artificial intelligence);medical information systems;neural nets;query processing;text analysis,biomedical article;CDS track dataset;text retrieval conference;pseudorelevant documents;DNRM model;neural relevance model;medial record;document-query relationship;neural IR methods;deep learning;medical solutions;full-text biomedical articles;medical records;information retrieval task;effective clinical decision support,,,,,,,,,,IEEE,IEEE Conferences
A Chronic Illness System Using Biomedical Knowledge Sources and Relevance Feedback,A. A. Macedo; J. T. Pollettini; E. V. Munson,NA; NA; NA,2015 IEEE 28th International Symposium on Computer-Based Medical Systems,,2015,,,244,249,,,,10.1109/CBMS.2015.45,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7167494,Biomedical Informatics;Epignetics;Information Extraction;Information Retrieval,Unified modeling language;Diseases;Ontologies;Surveillance;Bioinformatics;Diabetes;Semantics,diseases;electronic health records;medical computing;patient care;query processing;text analysis,chronic illness system;biomedical knowledge sources;relevance feedback;CISS+;surveillance system;lifestyle;health;clinical records;scientific literature;risk factors;patient history;patient medical state;CISS system;n-gram text retrieval strategy;higher-relevance terms;UMLS systems;MetaMap systems;automated techniques;experimental queries;biomedical research search systems;risks factors,,,,,,,,,,IEEE,IEEE Conferences
Fuzzy Linguistic Query-based User Profile Learning by Multiobjective Genetic Algorithms,O. Cordon; E. Herrera-Viedma; M. Luque,"Department of Computer Science and Artificial Intelligence, University of Granada, 18071 - Granada, (Spain); European Centre for Soft Computing, c/Gonzalo Gutiérrez Quirós s/n, 33600 - Mieres, (Spain). email: ocordon@softcomputing.es, ocordon@decsai.ugr.es; Department of Computer Science and Artificial Intelligence, University of Granada, 18071 - Granada, (Spain). email: viedma@decsai.ugr.es; Department of Computing and Numerical Analysis, University of Córdoba, 14071 - Córdoba, (Spain). email: mluque@uco.es",2006 International Symposium on Evolving Fuzzy Systems,,2006,,,261,266,,,,10.1109/ISEFS.2006.251152,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4016716,,Genetic algorithms;Fuzzy systems;Fuzzy neural networks;Database languages;Proposals;Information retrieval;IP networks;Fuzzy sets;Routing;Data mining,computational linguistics;fuzzy systems;genetic algorithms;information needs;learning (artificial intelligence);query processing;text analysis;user modelling,fuzzy linguistic query-based user profile learning;multiobjective genetic algorithms;text retrieval;information needs representation;genetic fuzzy system,,,,,,,,,,IEEE,IEEE Conferences
Research on Chinese-English Cross-Language Information Retrieval,Tao Zhang; Yue-Jie Zhang,"School of Information Management and Engineering, Shanghai University of Finance and Economics, 200433, China; Department of Computer Science and Engineering, Shanghai Key Laboratory of Intelligent Information Processing, Fudan University, 200433, China",2008 International Conference on Machine Learning and Cybernetics,,2008,5,,2591,2596,,,,10.1109/ICMLC.2008.4620845,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4620845,Information retrieval;Cross-language information retrieval;Machine translation;Machine readable dictionary;Word segmentation,Dictionaries;Information retrieval;Indexing;Indexes;Machine learning;Vocabulary;Cybernetics,natural language processing;query processing,Chinese-English cross-language information retrieval;9th Text Retrieval Conference;Chinese-English query translation;translation objects;machine readable dictionaries;knowledge source;English monolingual information retrieval module,,,,,,,,,,IEEE,IEEE Conferences
